i,j,idinspire,ind_2015,men_2015,men_pauv_2015,men_1ind_2015,men_5ind_2015,men_prop_2015,men_fmp_2015,ind_snv_2015,men_surf_2015,men_coll_2015,men_mais_2015,log_av45_2015,log_45_70_2015,log_70_90_2015,log_ap90_2015,log_inc_2015,log_soc_2015,ind_0_3_2015,ind_4_5_2015,ind_6_10_2015,ind_11_17_2015,ind_18_24_2015,ind_25_39_2015,ind_40_54_2015,ind_55_64_2015,ind_65_79_2015,ind_80p_2015,ind_inc_2015,ind_2017,men_2017,men_pauv_2017,men_1ind_2017,men_5ind_2017,men_prop_2017,men_fmp_2017,ind_snv_2017,men_surf_2017,men_coll_2017,men_mais_2017,log_av45_2017,log_45_70_2017,log_70_90_2017,log_ap90_2017,log_inc_2017,log_soc_2017,ind_0_3_2017,ind_4_5_2017,ind_6_10_2017,ind_11_17_2017,ind_18_24_2017,ind_25_39_2017,ind_40_54_2017,ind_55_64_2017,ind_65_79_2017,ind_80p_2017,ind_inc_2017
11535,18190,CRS3035RES200mN2307000E3638000,24,8.2,0.2,0.7,0.5,7.1,0.7,705773.4,1010.2,0,8.2,0.6,0.8,2.1,4.7,0,0,0.2,0.7,0.9,1.6,1.6,3.5,4.6,5.5,2.7,0.4,2.3,28,10.1,0.1,1,0.4,8.3,0.8,894704.1,1241.2,0,10.1,0.8,1,2.6,5.7,0,0,0.7,0.3,1.3,1.9,3.3,4.1,5.6,6.9,2.8,1.1,0
11717,19022,CRS3035RES200mN2343400E3804400,25,14,3,7,1,10,1,428240.8,975,2,12,10,2,0,1,1,0,0,0,0,1,2,3,5,3,8,2,1,19,9.1,1,3.4,0.5,7.4,0.4,423307.9,932.9,0.3,8.8,2.5,0.4,2.2,4,0,0,0.6,0.5,0.9,1,0.8,2.6,3.3,3.8,4.5,1,0
11749,17257,CRS3035RES200mN2349800E3451400,6,2.1,0.2,0.4,0.2,1.5,0,116627,244.1,0,2.1,0.4,0,0.9,0.8,0,0,0.2,0.2,0.5,0.7,0.2,0.9,2.1,0.4,0.6,0,0.2,6,1.9,0.2,0.4,0.2,1.4,0,118903.4,229.8,0,1.9,0.3,0,0.9,0.7,0,0,0,0.2,0.2,1.4,0.5,0.5,2.1,0.5,0.6,0,0
12012,19602,CRS3035RES200mN2402400E3920400,2,0.9,0.2,0.4,0.2,0.8,0.2,33832.7,122.7,0,0.9,0.7,0.1,0.1,0,0,0,0.1,0,0.1,0.1,0.2,0,0.5,0.3,0.3,0.2,0.2,2,0.9,0.1,0.3,0.1,0.8,0.2,40195.5,119.7,0.1,0.8,0.6,0.2,0.1,0,0,0,0.1,0.1,0.1,0,0.3,0.2,0.4,0.3,0.4,0.1,0
12442,18252,CRS3035RES200mN2488400E3650400,4,1.7,0.4,0.6,0.1,1.3,0.1,79782.4,198.7,0,1.7,0.5,0.3,0.4,0.5,0,0,0.1,0.1,0.3,0.4,0.2,0.7,1,0.5,0.3,0.3,0.1,3,1.2,0.2,0.4,0.1,1,0.1,61010.6,138,0,1.2,0.3,0.3,0.2,0.4,0,0,0.1,0.1,0.1,0.2,0.4,0.5,0.6,0.6,0.2,0.2,0
12548,20044,CRS3035RES200mN2509600E4008800,2,1,0.2,0.4,0,0.7,0.2,46169.8,79,0.2,0.8,0.8,0.1,0.1,0,0,0,0.1,0,0.1,0.2,0.1,0.2,0.4,0.5,0.2,0.2,0,3,1.7,0.2,0.8,0,1.3,0.1,75887.9,129.3,0.2,1.5,1.2,0.2,0.2,0.1,0,0,0.2,0,0.1,0.1,0.1,0.3,0.6,0.7,0.7,0.2,0
12594,17683,CRS3035RES200mN2518800E3536600,11,4.5,1,1.6,0.3,3,0.2,209149.1,492.9,0,4.5,1.5,0.3,0.6,2.1,0,0,0.5,0.1,1,0.9,0.5,1.7,2.4,1.8,0.8,1,0.3,9,4,0.8,1.4,0.2,2.4,0.2,163325.8,426.6,0,4,1.2,0.3,0.7,1.8,0,0,0.3,0.2,0.3,1.1,0.7,1.5,1.4,1.9,0.8,0.8,0
13137,17535,CRS3035RES200mN2627400E3507000,9,3.9,0.2,1,0,3.5,0.2,218557.5,461.3,0,3.9,1.8,0.2,0.6,1.3,0,0,0.6,0.1,0.7,0.5,0,2.3,1.8,1.1,1.1,0.6,0.2,12,4.6,0.2,0.4,0,4,0.6,277972.9,559.8,0,4.6,1.7,0.6,1,1.3,0,0,1.3,0.6,0.9,0.2,0.6,2.5,1.9,0.9,2.5,0.6,0
13205,19463,CRS3035RES200mN2641000E3892600,5,2,0.2,0.2,0.1,1.8,0.2,105042,211.3,0,2,0.9,0,0.7,0.4,0,0,0.3,0.1,0.1,0.5,0.2,0.9,1,1.3,0.3,0.3,0,6,2.3,0.2,0.2,0.2,2.1,0.2,129849.6,245.2,0,2.3,1,0,0.8,0.5,0,0,0.4,0.2,0.2,0.5,0.3,1,1,1.3,1,0.1,0
13234,17256,CRS3035RES200mN2646800E3451200,14,6.9,0.9,2,0,4.6,0.8,308262.9,646.8,0.8,6.1,0.5,1.8,2.9,1.7,0,0.9,0.1,0,0.6,0.9,0.5,1,3.1,2.3,3.7,1.5,0.3,14,6.9,0.5,2.1,0,4.6,0.9,329988.4,648.8,0.9,6,0.5,1.6,2.8,2,0,0.8,0.1,0.1,0.5,1.1,0.7,1.3,2.7,2.5,3.3,1.7,0
13272,19487,CRS3035RES200mN2654400E3897400,4,1.6,0.1,0.1,0.1,1.6,0.1,94354.2,185.2,0,1.6,0.8,0,0.7,0.1,0,0,0,0,0.1,0.3,0.3,0.4,0.8,0.9,1.1,0.1,0,4,1.8,0.2,0.2,0.2,1.8,0.2,91789.9,207.8,0,1.8,0.7,0,0.8,0.3,0,0,0,0,0,0.5,0.1,0,0.9,0.5,1.8,0.2,0
13541,17846,CRS3035RES200mN2708200E3569200,19,7.9,0.6,1.6,0.2,6.8,0.3,427076.2,944.8,0.1,7.8,4.3,0.3,2.5,0.8,0,0,0.2,0.5,0.6,1.3,1.6,1.4,4.5,3,4.6,0.8,0.5,19,7.9,0.5,1.6,0.2,7,0.3,416672.5,924.5,0.2,7.7,4.1,0.3,2.7,0.8,0,0,0.3,0.1,1,0.9,2.4,1.4,4.3,3.2,4.6,0.6,0.2
13626,17345,CRS3035RES200mN2725200E3469000,3,1.2,0,0.4,0.1,1.1,0,71672.5,121.4,0,1.2,0.3,0.2,0.4,0.3,0,0,0.1,0,0.2,0.3,0.2,0.4,0.9,0.3,0.3,0.2,0.1,3,1.2,0,0.3,0,1.1,0,72031.6,119,0,1.2,0.2,0.3,0.4,0.3,0,0,0.2,0.1,0,0.3,0.3,0.4,0.7,0.4,0.4,0.2,0
13701,17100,CRS3035RES200mN2740200E3420000,52,17,1,3,2,16,0,1325206.4,1832,0,17,0,1,5,11,0,0,2,2,2,5,5,6,13,8,4,2,3,40,14,0,2,1,14,0,1030227.8,1517,0,14,0,1,6,7,0,0,0,1,0,4,8,5,8,10,3,1,0
13746,19352,CRS3035RES200mN2749200E3870400,17,7.9,0.6,3,0.5,6.3,0.6,380041.8,860.7,0.2,7.7,3.5,1.6,1.8,1,0,0,0.1,0.3,0.8,1.7,0.8,1.4,4.2,2.2,3.2,1.8,0.5,21,10.2,1.5,4.4,0.5,8.5,0.9,454573.2,1098,0.5,9.7,5.2,1.7,1.7,1.6,0,0,0.1,0.7,0.9,1.5,2,1.7,5,2.1,4.7,2.3,0
13947,17291,CRS3035RES200mN2789400E3458200,8,2.8,0.7,0.3,0.2,2.4,0.3,153131.5,340.1,0,2.8,1.4,0.2,0.2,1,0,0,0.1,0.1,0.8,1.6,0.3,1.4,2.2,0.4,0.7,0.2,0.2,4,1.4,0.2,0.1,0.1,1.3,0.1,82979.4,173.6,0,1.4,0.8,0,0.1,0.5,0,0,0.2,0.1,0.2,0.6,0.4,0.6,1.1,0.3,0.3,0.2,0
14043,18895,CRS3035RES200mN2808600E3779000,69,32,4,11,1,27,3,1700734,3334,3,29,21,5,4,2,0,0,4,1,3.5,4.5,4,6,20,5,15,6,0,73.5,32,2,10,3,27,3,1608064.9,3103,3,29,21,5,5,1,0,0,4,2,5,5.5,2,9,18,4,16,7,1
14071,17815,CRS3035RES200mN2814200E3563000,3,1,0.1,0.2,0.2,0.9,0,61731.5,116.2,0,1,0.9,0,0,0.1,0,0,0.1,0,0.4,0.2,0.2,0.5,0.8,0.2,0.5,0,0.1,3,1.1,0,0.2,0.2,0.9,0.1,68936.1,127.1,0,1.1,0.9,0.1,0.1,0,0,0,0.1,0.1,0.2,0.1,0.5,0.3,0.9,0.1,0.6,0.1,0
14079,18313,CRS3035RES200mN2815800E3662600,4,1.9,0.4,0.5,0,1.4,0.5,90036,260.5,0,1.9,1.1,0,0.8,0,0,0,0,0.2,0.4,0.2,0.2,0.3,1,0.4,1,0.3,0,4,2.4,0.5,1.2,0,1.7,0.2,99370.5,349.4,0,2.4,1.4,0,1,0,0,0,0,0,0.2,0.2,0,0.5,0.7,0.9,1.2,0.3,0
14115,20766,CRS3035RES200mN2823000E4153200,16,5.3,1.3,0.6,0.9,4.1,0.6,284948.5,546.8,0.3,5,1.2,1.3,1.9,0.9,0,0,0.3,0.3,0.6,0.9,0.6,3.8,3.5,2.2,2.8,1,0,15,4.8,0.6,0.8,0.8,3.7,0.6,327722.2,493.3,0.3,4.5,1.1,1.1,1.7,0.9,0,0,0.3,0.3,0.8,1.1,0.8,3.4,4,1.7,2,0.6,0
14137,16702,CRS3035RES200mN2827400E3340400,8,3.8,0.5,1.5,0,3,0.3,153401.2,380.2,0,3.8,1.3,0.5,1,1,0,0,0.5,0,0.8,0.6,0.2,0.8,1.8,2.3,0.8,0.2,0,8,3.8,0.5,1.5,0,3,0.3,149330.1,380.2,0,3.8,1.3,0.5,1,1,0,0,0.2,0.3,0.3,1.1,0,1,1.8,2,1,0.3,0
14165,20788,CRS3035RES200mN2833000E4157600,77.5,35,5,10,4,19,3,2706609.8,3934,23,12,34,0,0,0,1,0,1,2,6,9.5,2,11,15,13,14,4,0,76,31,3,8,5,19,4,2660202.7,3889.5,20,11,31,0,0,0,0,0,2,0,6.5,12,5.5,6,22,3,12,7,0
14201,17111,CRS3035RES200mN2840200E3422200,9,3.8,0.3,0.9,0.1,3.3,0.1,176176.7,401.4,0,3.8,1.6,0.2,1.6,0.4,0,0,0.4,0.1,0.3,0.2,0.6,1.9,1.6,1.3,1.3,1,0.3,11,4.7,0.7,1,0.2,4.2,0.3,243256.4,491.3,0,4.7,2,0.2,2,0.5,0,0,0.7,0.2,0.3,0,1,2.3,1.5,2,1.8,1.2,0
14278,18474,CRS3035RES200mN2855600E3694800,1,0.6,0,0.2,0,0.5,0,29645.3,100.5,0,0.6,0.2,0,0.4,0,0,0,0,0,0,0.1,0,0.1,0.1,0.3,0.2,0.2,0,1,0.6,0,0.2,0,0.5,0,27315.1,95.6,0,0.6,0.2,0,0.4,0,0,0,0,0,0,0,0.1,0,0.2,0.3,0.2,0.2,0
14451,18792,CRS3035RES200mN2890200E3758400,173,86,13,45,6,26,8,7416818.4,7484,78,8,78,0,0,7,1,0,8,3,10,18,11,33,42,16,18,11,3,184,87,11,41,6,30,11,8261257.6,7835.1,79,8,77,0,0,9,1,0,7,3,14,14,17,32,50,18,17,12,0
14488,20218,CRS3035RES200mN2897600E4043600,41,17,1,5,2,16,0,1411825.1,2040,1,16,0,4,9,4,0,0,1,0,2,1,2,9,5,6,10,4,1,38,15,1,3,1,14,1,1249449.7,2020,0,15,0,3,9,3,0,0,2,0,2,0,5,5,6,7,7,4,0
14518,17585,CRS3035RES200mN2903600E3517000,2,1.1,0.3,0.4,0,0.9,0,36951,100.7,0,1.1,0.6,0.1,0.3,0.1,0,0,0,0,0,0,0,0.2,0.6,0.4,0.7,0,0.1,2,1.1,0.1,0.3,0,0.8,0,49736.6,107,0,1.1,0.7,0,0.4,0,0,0,0,0,0,0,0,0.1,0.4,0.6,0.8,0.1,0
14567,18287,CRS3035RES200mN2913400E3657400,2,0.8,0.1,0.1,0.1,0.7,0.1,42967.6,73.1,0,0.8,0.3,0.1,0.2,0.2,0,0,0.1,0,0.2,0.2,0.1,0.3,0.5,0.4,0.2,0,0,3,1.2,0.1,0.2,0,1,0.1,68168.7,111,0,1.2,0.4,0.1,0.3,0.4,0,0,0.1,0,0.2,0.3,0.2,0.5,0.6,0.7,0.3,0.1,0
14625,18424,CRS3035RES200mN2925000E3684800,12,4.7,0.2,1,0.3,4,0.5,297918.5,574.8,0,4.7,1.7,0.4,1.9,0.7,0,0,0.5,0.2,0.5,1.4,0.4,2.6,2.1,1.8,1.8,0.7,0,17,6.8,0.3,1,0.4,6.1,0.6,430552.4,792,0,6.8,2.1,0.5,2.9,1.3,0,0,0.5,0.1,0.8,1.5,0.9,3.1,3.5,2.7,2.8,1.1,0
14638,18773,CRS3035RES200mN2927600E3754600,17,7.2,0.2,1.4,0.2,4.8,1.7,445476.3,686.2,0.5,6.7,5,0.3,0.5,1.4,0,0,0.7,0.2,0.5,1.9,1.2,2.6,3.6,3.1,2.2,0,1,19,7.2,0.2,2.1,0.7,4.9,0.7,499529.6,694.2,0.5,6.7,4.9,0.4,0.5,1.4,0,0,0.9,0.4,0.6,2.9,2.3,2.8,3.5,2.8,2.3,0.5,0
14711,16749,CRS3035RES200mN2942200E3349800,12,6,1.3,2.6,0.4,5.1,0.4,239459.5,627.1,0,6,3.1,0.2,1.7,1,0,0,0.6,0,0.3,0.8,0.6,1,2.2,2.2,3.5,0.8,0,10,5,1.2,2,0.2,4.4,0.2,201106.2,534.8,0,5,2.4,0.2,1.5,0.9,0,0,0.1,0.2,0.3,0.4,0.4,0.9,1.8,2,3,0.9,0
11277,19729,CRS3035RES200mN2255400E3945800,248,107,26,41,10,47,17,4939433.7,7933,105,2,32,31,0,43,1,30,14,9,21,24,13,43,51,28,31,10,4,230.5,104,22,42,8,48,16,4913850,7840.5,103,1,33,30,0,40,1,27,11,8,10.5,27,13,45,52,26,29,8,1
11362,19861,CRS3035RES200mN2272400E3972200,3,1.1,0.3,0.2,0.1,0.8,0.1,57087.8,125,0,1.1,0.1,0,0.5,0.5,0,0,0.2,0.1,0.2,0,0.4,0.7,0.6,0.6,0.2,0,0,3,1.2,0.2,0.2,0,0.8,0.1,73291.3,134.1,0,1.2,0.2,0,0.4,0.5,0.1,0,0.1,0.1,0.2,0.1,0.3,0.8,0.8,0.3,0.3,0,0
11417,18852,CRS3035RES200mN2283400E3770400,41,14,0,1,2,14,0,1214900,2299,1,13,0,0,1,13,0,0,0,0,6,5,2,1,7,8,11,1,0,39,14,0,1,2,14,0,1174135.6,2299,1,13,0,0,1,13,0,0,1,0,3,6,2,1,7,5,13,1,0
11505,19602,CRS3035RES200mN2301000E3920400,5,1.8,0.1,0.2,0.2,1.7,0.1,153793.2,227.5,0,1.8,0.1,0.1,0.7,0.9,0,0,0,0,0.1,0,0.3,0.3,1.2,0.8,1.3,0.1,0.9,4,1.6,0.1,0.4,0,1.4,0.1,123489.5,209.4,0,1.6,0,0.1,0.6,0.8,0.1,0,0.1,0.1,0.1,0.1,0.6,0.4,0.9,0.7,0.9,0.1,0
11637,19108,CRS3035RES200mN2327400E3821600,6,2.8,0.6,0.9,0,2.6,0.4,154448.4,350.8,0,2.8,0.4,0,0,2.4,0,0,0,0,0.6,0,0,1.1,1.1,1.3,1.3,0.2,0.4,6,3.1,1.1,1.6,0,2.4,0.2,141870.4,369.8,0,3.1,0.5,0,0.2,2.4,0,0,0,0,0.4,0.2,0.4,1.1,1.6,0.5,1.8,0,0
11657,18518,CRS3035RES200mN2331400E3703600,11,4.9,1,1.9,0.4,3.8,0.2,208563.4,592,0.4,4.5,2.6,0.5,1,0.8,0,0,0,0,1.5,0.7,0.6,1.2,2.4,1.3,2.4,0.9,0,9,4.3,0.8,1.8,0.1,3.6,0.2,184645.6,545.5,0.2,4.1,2.6,0.3,0.6,0.8,0,0,0,0,0.6,1.1,0.3,0.9,2,1.4,2.1,0.6,0
12076,19336,CRS3035RES200mN2415200E3867200,1.5,0.6,0.2,0.2,0.1,0.5,0.1,23514.6,63.1,0,0.6,0.4,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1,0.3,0.4,0.2,0.2,0,0,1.5,0.7,0.2,0.2,0,0.6,0.1,26214.8,65.9,0.1,0.6,0.5,0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0,0.3,0.3,0.2,0.3,0,0
12174,17722,CRS3035RES200mN2434800E3544400,3,1.5,0.3,0.6,0,1.2,0.1,52240.5,169.1,0,1.5,0.8,0,0.3,0.4,0,0,0.2,0,0,0.2,0.1,0.3,0.7,0.5,0.5,0.4,0.1,3,1.6,0.2,0.6,0,1.3,0.1,58568.4,174.6,0,1.6,0.9,0,0.3,0.4,0,0,0.1,0.1,0,0.2,0.2,0.2,0.6,0.5,0.6,0.5,0
12546,19906,CRS3035RES200mN2509200E3981200,2,0.9,0.1,0.3,0.1,0.3,0.1,36148.7,100,0.5,0.4,0.3,0.2,0.2,0.2,0,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.3,0.3,0.2,0.1,0.1,2,1,0.2,0.3,0,0.4,0.3,40306.8,112.3,0.6,0.4,0.3,0.2,0.2,0.3,0,0.2,0.1,0,0.1,0.2,0.2,0.3,0.4,0.2,0.3,0.2,0
12881,18695,CRS3035RES200mN2576200E3739000,1,0.5,0,0.2,0,0.4,0.1,18313.1,55.4,0,0.5,0.4,0,0,0.1,0,0,0,0,0.1,0.1,0,0.1,0.2,0.1,0.3,0.1,0,1,0.5,0,0.1,0,0.4,0,18052.1,53.6,0,0.5,0.4,0,0,0.1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0
13004,17636,CRS3035RES200mN2600800E3527200,13,7,1,3,0,5.3,0.7,238133.5,671,0,7,5,0.7,1,0.3,0,0,0.3,0.7,0.3,0.3,0.4,2.7,3.3,1.3,2,1.7,0,12,6.9,1.7,3.4,0,5.5,0.3,225141.8,682.3,0,6.9,4.8,0.7,1,0.4,0,0,0,0.3,0.3,0.4,1,2.1,1.7,1.7,2.4,2.1,0
13094,17395,CRS3035RES200mN2618800E3479000,6,2.4,0.2,0.5,0.1,2,0.1,124417.7,287.6,0,2.4,0.9,0,0.1,1.4,0,0,0.2,0,0.1,0.9,0.5,0.6,2.1,0.8,0.5,0.3,0,5,1.9,0.2,0.4,0.1,1.6,0,115975.1,230.3,0,1.9,0.8,0,0.1,1,0,0,0.2,0.1,0,0.6,0.5,0.5,1.7,0.6,0.4,0.4,0
13212,19396,CRS3035RES200mN2642400E3879200,4,1.5,0.3,0.3,0.1,1.3,0,94532.3,187.7,0,1.5,1.3,0,0.1,0.1,0,0,0.2,0.2,0,0.5,0.3,0.5,1,0.5,0.3,0.2,0.3,4,1.4,0.3,0.3,0.2,1.2,0.1,89031,196.6,0,1.4,1.3,0,0,0.1,0,0,0.3,0.1,0.2,0.4,0.5,0.7,0.9,0.6,0.2,0.1,0
13697,17832,CRS3035RES200mN2739400E3566400,28,12.3,1.3,2.8,0.4,11.1,0.4,580708.3,1329.3,0,12.3,6.4,0.6,3,2.3,0,0,0.4,0,1.9,1.6,1.5,3.9,6.6,5.3,4.9,1.5,0.4,29,12.6,1.9,2.3,0.2,11.1,0.8,582719.7,1354.6,0,12.6,6.8,0.6,2.9,2.3,0,0,1.6,0,1.2,2.2,1,4.9,5.6,5.2,5.2,2.1,0
13791,19857,CRS3035RES200mN2758200E3971400,11,4.8,0.3,1,0.3,4.2,0.3,241294.8,463.2,0.3,4.5,0.8,1.2,1.8,0.7,0.3,0,0,0,0.3,1.2,0.8,1,2.2,1.8,3,0.7,0,13,5.7,0.8,1.4,0.2,4.9,0.2,316559,637,0.4,5.3,1,1.6,2.1,1,0,0,0.4,0,0,1.2,1,1.2,2.7,2.2,3.3,1,0
14240,20663,CRS3035RES200mN2848000E4132600,38,12,1,1,0,12,1,979332.6,1607,0,12,1,0,0,11,0,0,2,3,5,2,2,8,12,2,1,0,1,45,16,2,2,0,16,1,1364233.5,2102,0,16,1,0,0,15,0,0,0,3,6,3,4,11,13,3,2,0,0
14345,18338,CRS3035RES200mN2869000E3667600,12,4.8,0,1.6,0.4,3.2,0,287655,531.6,0,4.8,0.4,0.4,1.6,2,0.4,0,0.8,0,1.6,0.4,0,2.4,4.4,0.8,1.2,0,0.4,12,4.1,0,1.3,0.9,2.5,0.3,293760.8,489.8,0,4.1,0.6,0.3,1.6,1.6,0,0,1,0.6,1.3,1,0.6,2.8,3.5,0.6,0.3,0.3,0
14382,16698,CRS3035RES200mN2876400E3339600,2,0.9,0.2,0.2,0,0.6,0.1,43304.1,100.7,0,0.9,0.5,0,0.2,0.2,0,0,0.1,0,0,0.1,0.2,0.3,0.4,0.5,0.3,0,0.1,2,0.9,0.2,0.1,0,0.6,0.1,44208.9,99.6,0,0.9,0.5,0,0.2,0.2,0,0,0,0,0,0,0.3,0.4,0.4,0.5,0.4,0,0
14402,18731,CRS3035RES200mN2880400E3746200,104,53,10,29,4,33,3,3172685.7,3218,35,18,36,1,6,9,1,0,7,3,2,7,2,26,23,11,14,6,3,120,55,8,26,6,33,2,3731510,3359,39,16,40,1,5,9,0,0,6,4,7,9,5,27,33,10,14,5,0
14469,18724,CRS3035RES200mN2893800E3744800,20,6.9,0.4,0.9,0.6,4.5,0.6,808962.7,1036.1,1.5,5.4,2.6,1.3,2.6,0.2,0.2,0,0.9,0.4,1.1,1.9,1.5,1.7,5.6,1.5,3.9,0.2,1.3,24,8.8,0.3,1.7,0.7,5.1,1,1072782.8,1369.4,3,5.8,3.7,1.4,3,0.7,0,0,0.3,1,1,1.7,3.7,3,6.4,2.4,3.1,1.4,0
14482,16905,CRS3035RES200mN2896400E3381000,5.5,2,0,0.4,0.2,1.9,0.3,132196.7,224.4,0,2,0.5,0,0.5,1,0,0,0.3,0.2,0.4,0.7,0.2,1.1,1.8,0.6,0.1,0,0.1,6,2,0,0.3,0.2,2,0.2,147309.6,231.1,0,2,0.5,0,0.7,0.8,0,0,0.2,0.2,0.5,0.8,0.4,1.2,1.5,0.9,0.3,0,0
14633,17427,CRS3035RES200mN2926600E3485400,10,3.4,0.3,0.3,0.2,3.3,0,203754.6,423.3,0,3.4,1.9,0.3,0.3,0.9,0,0,0.3,0.2,2.1,0.9,0,1.9,1.9,1.5,0.9,0.3,0,9,3.3,0.6,0.5,0.2,3.1,0.2,168485,394.6,0,3.3,1.9,0.3,0.3,0.8,0,0,0.2,0.3,1.5,0.8,0.3,1.5,1.9,1.1,1.2,0.2,0
14816,17449,CRS3035RES200mN2963200E3489800,5,2.2,0.2,0.8,0.2,1.9,0.1,99069.3,212.3,0.1,2.1,0.4,0.6,0.8,0.4,0,0,0.2,0.1,0.3,0.9,0.1,0.9,0.9,0.3,1.2,0.1,0,5,2.3,0.4,1,0.2,2,0,101366.3,221.1,0.1,2.2,0.4,0.6,0.8,0.5,0,0,0.1,0,0.3,0.8,0.2,0.8,1.1,0.5,1,0.2,0
15049,18767,CRS3035RES200mN3009800E3753400,4,1.6,0.4,0.5,0.2,1.3,0.1,87061.6,173.3,0,1.6,0.3,0.2,0.5,0.6,0,0,0,0.2,0.1,0.5,0,0.2,1.4,0.4,0.9,0,0.3,4,1.7,0.4,0.6,0.2,1.3,0.1,83324.2,196.1,0,1.7,0.4,0.2,0.5,0.6,0,0,0,0,0.2,0.4,0.3,0.1,1.2,0.4,1.3,0.1,0
15115,19096,CRS3035RES200mN3023000E3819200,3,1.2,0.1,0.3,0.1,1,0.1,65451.7,130.6,0,1.2,0.8,0,0.1,0.3,0,0,0.2,0.1,0.2,0.1,0.2,0.9,0.5,0.5,0.2,0.1,0,5,1.8,0.1,0.3,0.2,1.5,0.1,110124.9,191,0,1.8,1.2,0.1,0.2,0.3,0,0,0.6,0.1,0.3,0.2,0.3,1.6,0.7,0.7,0.3,0.2,0
15529,18795,CRS3035RES200mN3105800E3759000,64,20.2,1.7,0.8,5.1,16,0.8,1195261.7,2080,0,20.2,2.5,0,6.7,11,0,0,2.5,3.4,4.2,6.7,2.5,16.9,11.8,6.7,7.6,0,1.7,60,19.5,2.4,0.8,4.1,15.4,0.8,1147108.3,2002.7,0,19.5,2.4,0,6.5,10.6,0,0,1.6,1.6,4.9,7.3,3.2,11.4,15.4,6.5,8.1,0,0
11399,19761,CRS3035RES200mN2279800E3952200,346,235,63,156,2,47,19,7711115.5,12273,231,4,206,12,4,10,3,0,6,5,8.5,16.5,56,127,58,26,28,12,3,308,213,57,147,3,48,16,7121163.6,11774.7,208,5,193,6,3,10,1,0,4,1,10,16,49,103,52,26,32,13,2
11442,20076,CRS3035RES200mN2288400E4015200,13,5.6,1.2,1.4,0.4,4.6,0.2,302848.6,647,0.3,5.3,0.8,0.1,2.5,2,0.2,0,0.4,0.2,0.5,1,0.6,1.2,1.8,2.9,3,1.2,0.2,19,7.9,1.3,1.5,0.7,6.5,0.5,455280.3,953.1,0.4,7.5,1.2,0.1,3.5,3,0.1,0,0.3,0,1.1,1.9,1,2.5,2.3,4,4.1,1.8,0
11474,18544,CRS3035RES200mN2294800E3708800,14,5.2,0.3,0.6,0,4.6,0.3,281108.3,580.4,0,5.2,3.7,0.6,0.3,0.6,0,0,0,0.3,1.2,1.2,1.8,1.2,3.4,1.5,2.5,0.9,0,14,6,0.6,0.9,0,5.4,0.3,311277.5,662.8,0,6,4.2,0.6,0.3,0.9,0,0,0,0,0.9,1.5,0.6,1.2,3.8,2.4,2.7,0.9,0
11796,19255,CRS3035RES200mN2359200E3851000,4,1.7,0.1,0.3,0,1.6,0.1,99292.2,195.2,0.1,1.6,0.4,0.1,0.6,0.6,0,0,0,0,0.2,0.3,0.2,0.5,0.8,0.9,0.9,0.1,0.1,3,1.3,0.2,0.3,0,1.2,0.1,71110.6,148.6,0,1.3,0.2,0.1,0.4,0.6,0,0,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0.6,0.7,0.1,0
12075,17925,CRS3035RES200mN2415000E3585000,6,2.4,0.2,0.7,0.2,2.1,0.1,121599.3,211.6,0,2.4,0.8,0.1,0.9,0.6,0,0,0.6,0.1,0.4,0.6,0,1.1,1,0.9,0.9,0.1,0.3,6,2.4,0.3,0.7,0.2,2.2,0.3,130090.4,216.3,0,2.4,0.7,0.1,1.2,0.4,0,0,0.2,0.2,0.5,0.4,0.5,1.3,1.1,0.5,1,0.3,0
12138,17865,CRS3035RES200mN2427600E3573000,2,0.8,0,0.1,0.1,0.8,0.1,48164.1,140.6,0,0.8,0.7,0,0,0.1,0,0,0,0,0,0.3,0.1,0.1,0.6,0.3,0.4,0.1,0.1,2,0.8,0.1,0.2,0.1,0.8,0.2,49411,143.6,0,0.8,0.7,0,0,0.1,0,0,0,0,0.1,0.2,0.1,0.2,0.4,0.4,0.3,0.3,0
12287,19490,CRS3035RES200mN2457400E3898000,13,5,0.4,1,0.6,3.9,0.3,262102.2,573,0,5,0.9,0,1.8,2.2,0.1,0,0.2,0.2,0.8,1.8,0.3,1.7,3,2,2.3,0.2,0.5,16,6,0.8,1.1,0.7,4.6,0.4,337297.8,704.5,0,6,0.8,0,2.1,3.1,0,0,0.6,0.1,0.8,2.2,1.6,2,3.3,2.7,2.6,0.1,0
12377,18038,CRS3035RES200mN2475400E3607600,4,1.8,0.1,0.6,0,1.3,0.1,82844.9,214.4,0,1.8,1,0.1,0.3,0.4,0,0,0.2,0.1,0.2,0.1,0.3,0.9,0.6,0.3,0.6,0.7,0,5,2.2,0.1,0.6,0,1.9,0.1,96506.9,241.8,0,2.2,1.2,0.1,0.3,0.6,0,0,0.3,0,0.3,0.1,0.1,1.5,0.9,0.6,0.6,0.6,0
